unSid,unTimeAction,nX,nY,strAnitile,unScale,strSoundtile,unTime,nData
1003323,0,0,0,0,100,,0,0
1003324,0,-64,-114,1002_dz_j_nan_hur,100,music/skill/m_hit.ogg,0,0
1003325,0,0,0,0,100,,0,0
1003326,0,-177,-150,1002_dz_j_nan_die,100,music/skill/m_death.ogg,0,0
1003327,0,0,0,0,100,,0,0
1003331,0,-63,-105,1002_dz_j_nan_mag,100,,0,0
1003332,0,0,0,0,100,,0,0
1003400,0,-46,-103,1002_dz_ks_nan_sta,100,,0,0
1003402,0,-46,-116,1002_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1003403,0,0,0,0,100,,0,0
1003404,0,-63,-114,1002_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1003405,0,0,0,0,100,,0,0
1003406,0,-177,-122,1002_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1003407,0,0,0,0,100,,0,0
1003411,0,-50,-105,1002_dz_ks_nan_mag,100,,0,0
1003412,0,0,0,0,100,,0,0
1003420,0,-45,-105,1002_dz_j_nan_sta,100,,0,0
1003422,0,-45,-106,1002_dz_j_nan_att,100,music/skill/m_atc.ogg,0,0
1003423,0,0,0,0,100,,0,0
1003424,0,-64,-114,1002_dz_j_nan_hur,100,music/skill/m_hit.ogg,0,0
1003425,0,0,0,0,100,,0,0
1003426,0,-177,-150,1002_dz_j_nan_die,100,music/skill/m_death.ogg,0,0
1003427,0,0,0,0,100,,0,0
1003431,0,-63,-105,1002_dz_j_nan_mag,100,,0,0
1003432,0,0,0,0,100,,0,0
1003500,0,-46,-103,1002_dz_ks_nan_sta,100,,0,0
1003502,0,-46,-116,1002_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1003503,0,0,0,0,100,,0,0
1003504,0,-63,-114,1002_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1003505,0,0,0,0,100,,0,0
1003506,0,-177,-122,1002_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1003507,0,0,0,0,100,,0,0
1003511,0,-50,-105,1002_dz_ks_nan_mag,100,,0,0
1003512,0,0,0,0,100,,0,0
1003520,0,-45,-105,1002_dz_j_nan_sta,100,,0,0
1003522,0,-45,-106,1002_dz_j_nan_att,100,music/skill/m_atc.ogg,0,0
1003523,0,0,0,0,100,,0,0
1003524,0,-64,-114,1002_dz_j_nan_hur,100,music/skill/m_hit.ogg,0,0
1003525,0,0,0,0,100,,0,0
1003526,0,-177,-150,1002_dz_j_nan_die,100,music/skill/m_death.ogg,0,0
1003527,0,0,0,0,100,,0,0
1003531,0,-63,-105,1002_dz_j_nan_mag,100,,0,0
1003532,0,0,0,0,100,,0,0
1003600,0,-46,-103,1002_dz_ks_nan_sta,100,,0,0
1003602,0,-46,-116,1002_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1003603,0,0,0,0,100,,0,0
1003604,0,-63,-114,1002_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1003605,0,0,0,0,100,,0,0
1003606,0,-177,-122,1002_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1003607,0,0,0,0,100,,0,0
1003611,0,-50,-105,1002_dz_ks_nan_mag,100,,0,0
1003612,0,0,0,0,100,,0,0
1003620,0,-45,-105,1002_dz_j_nan_sta,100,,0,0
1003622,0,-45,-106,1002_dz_j_nan_att,100,music/skill/m_atc.ogg,0,0
1003623,0,0,0,0,100,,0,0
1003624,0,-64,-114,1002_dz_j_nan_hur,100,music/skill/m_hit.ogg,0,0
1003625,0,0,0,0,100,,0,0
1003626,0,-177,-150,1002_dz_j_nan_die,100,music/skill/m_death.ogg,0,0
1003627,0,0,0,0,100,,0,0
1003631,0,-63,-105,1002_dz_j_nan_mag,100,,0,0
1003632,0,0,0,0,100,,0,0
1003700,0,-46,-103,1002_dz_ks_nan_sta,100,,0,0
1003702,0,-46,-116,1002_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1003703,0,0,0,0,100,,0,0
1003704,0,-63,-114,1002_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1003705,0,0,0,0,100,,0,0
1003706,0,-177,-122,1002_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1003707,0,0,0,0,100,,0,0
1003711,0,-50,-105,1002_dz_ks_nan_mag,100,,0,0
1003712,0,0,0,0,100,,0,0
1003720,0,-45,-105,1002_dz_j_nan_sta,100,,0,0
1003722,0,-45,-106,1002_dz_j_nan_att,100,music/skill/m_atc.ogg,0,0
1003723,0,0,0,0,100,,0,0
1003724,0,-64,-114,1002_dz_j_nan_hur,100,music/skill/m_hit.ogg,0,0
1003725,0,0,0,0,100,,0,0
1003726,0,-177,-150,1002_dz_j_nan_die,100,music/skill/m_death.ogg,0,0
1003727,0,0,0,0,100,,0,0
1003731,0,-63,-105,1002_dz_j_nan_mag,100,,0,0
1003732,0,0,0,0,100,,0,0
1003800,0,-46,-103,1002_dz_ks_nan_sta,100,,0,0
1003802,0,-46,-116,1002_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1003803,0,0,0,0,100,,0,0
1003804,0,-63,-114,1002_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1003805,0,0,0,0,100,,0,0
1003806,0,-177,-122,1002_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1003807,0,0,0,0,100,,0,0
1003811,0,-50,-105,1002_dz_ks_nan_mag,100,,0,0
1003812,0,0,0,0,100,,0,0
1003820,0,-45,-105,1002_dz_j_nan_sta,100,,0,0
1003822,0,-45,-106,1002_dz_j_nan_att,100,music/skill/m_atc.ogg,0,0
1003823,0,0,0,0,100,,0,0
1003824,0,-64,-114,1002_dz_j_nan_hur,100,music/skill/m_hit.ogg,0,0
1003825,0,0,0,0,100,,0,0
1003826,0,-177,-150,1002_dz_j_nan_die,100,music/skill/m_death.ogg,0,0
1003827,0,0,0,0,100,,0,0
1003831,0,-63,-105,1002_dz_j_nan_mag,100,,0,0
1003832,0,0,0,0,100,,0,0
1003900,0,-46,-103,1002_dz_ks_nan_sta,100,,0,0
1003902,0,-46,-116,1002_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1003903,0,0,0,0,100,,0,0
1003904,0,-63,-114,1002_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1003905,0,0,0,0,100,,0,0
1003906,0,-177,-122,1002_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1003907,0,0,0,0,100,,0,0
1003911,0,-50,-105,1002_dz_ks_nan_mag,100,,0,0
1003912,0,0,0,0,100,,0,0
1003920,0,-45,-105,1002_dz_j_nan_sta,100,,0,0
1003922,0,-45,-106,1002_dz_j_nan_att,100,music/skill/m_atc.ogg,0,0
1003923,0,0,0,0,100,,0,0
1003924,0,-64,-114,1002_dz_j_nan_hur,100,music/skill/m_hit.ogg,0,0
1003925,0,0,0,0,100,,0,0
1003926,0,-177,-150,1002_dz_j_nan_die,100,music/skill/m_death.ogg,0,0
1003927,0,0,0,0,100,,0,0
1003931,0,-63,-105,1002_dz_j_nan_mag,100,,0,0
1003932,0,0,0,0,100,,0,0
1004000,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004002,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004003,0,0,0,0,100,,0,0
1004004,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004005,0,0,0,0,100,,0,0
1004006,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004007,0,0,0,0,100,,0,0
1004011,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004012,0,0,0,0,100,,0,0
1004020,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004022,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004023,0,0,0,0,100,,0,0
1004024,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004025,0,0,0,0,100,,0,0
1004026,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004027,0,0,0,0,100,,0,0
1004031,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004032,0,0,0,0,100,,0,0
1004100,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004102,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004103,0,0,0,0,100,,0,0
1004104,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004105,0,0,0,0,100,,0,0
1004106,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004107,0,0,0,0,100,,0,0
1004111,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004112,0,0,0,0,100,,0,0
1004120,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004122,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004123,0,0,0,0,100,,0,0
1004124,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004125,0,0,0,0,100,,0,0
1004126,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004127,0,0,0,0,100,,0,0
1004131,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004132,0,0,0,0,100,,0,0
1004200,0,-66,-118,1003_dz_wzx_sta,100,,0,0
1004202,0,-69,-126,1003_dz_wzx_att,100,music/skill/m_atc.ogg,0,0
1004203,0,0,0,0,100,,0,0
1004204,0,-69,-121,1003_dz_wzx_hur,100,music/skill/m_hit.ogg,0,0
1004205,0,0,0,0,100,,0,0
1004206,0,-177,-135,1003_dz_wzx_die,100,music/skill/m_death.ogg,0,0
1004207,0,0,0,0,100,,0,0
1004211,0,-124,-176,1003_dz_wzx_mag,100,,0,0
1004212,0,0,0,0,100,,0,0
1004220,0,-66,-118,1003_dz_wzx_sta,100,,0,0
1004222,0,-69,-126,1003_dz_wzx_att,100,music/skill/m_atc.ogg,0,0
1004223,0,0,0,0,100,,0,0
1004224,0,-69,-121,1003_dz_wzx_hur,100,music/skill/m_hit.ogg,0,0
1004225,0,0,0,0,100,,0,0
1004226,0,-177,-135,1003_dz_wzx_die,100,music/skill/m_death.ogg,0,0
1004227,0,0,0,0,100,,0,0
1004231,0,-124,-176,1003_dz_wzx_mag,100,,0,0
1004232,0,0,0,0,100,,0,0
1004300,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004302,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004303,0,0,0,0,100,,0,0
1004304,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004305,0,0,0,0,100,,0,0
1004306,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004307,0,0,0,0,100,,0,0
1004311,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004312,0,0,0,0,100,,0,0
1004320,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004322,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004323,0,0,0,0,100,,0,0
1004324,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004325,0,0,0,0,100,,0,0
1004326,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004327,0,0,0,0,100,,0,0
1004331,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004332,0,0,0,0,100,,0,0
1004400,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004402,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004403,0,0,0,0,100,,0,0
1004404,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004405,0,0,0,0,100,,0,0
1004406,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004407,0,0,0,0,100,,0,0
1004411,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004412,0,0,0,0,100,,0,0
1004420,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004422,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004423,0,0,0,0,100,,0,0
1004424,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004425,0,0,0,0,100,,0,0
1004426,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004427,0,0,0,0,100,,0,0
1004431,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004432,0,0,0,0,100,,0,0
1004500,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004502,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004503,0,0,0,0,100,,0,0
1004504,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004505,0,0,0,0,100,,0,0
1004506,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004507,0,0,0,0,100,,0,0
1004511,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004512,0,0,0,0,100,,0,0
1004520,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004522,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004523,0,0,0,0,100,,0,0
1004524,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004525,0,0,0,0,100,,0,0
1004526,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004527,0,0,0,0,100,,0,0
1004531,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004532,0,0,0,0,100,,0,0
1004600,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004602,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004603,0,0,0,0,100,,0,0
1004604,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004605,0,0,0,0,100,,0,0
1004606,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004607,0,0,0,0,100,,0,0
1004611,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004612,0,0,0,0,100,,0,0
1004620,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004622,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004623,0,0,0,0,100,,0,0
1004624,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004625,0,0,0,0,100,,0,0
1004626,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004627,0,0,0,0,100,,0,0
1004631,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004632,0,0,0,0,100,,0,0
1004700,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004702,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004703,0,0,0,0,100,,0,0
1004704,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004705,0,0,0,0,100,,0,0
1004706,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004707,0,0,0,0,100,,0,0
1004711,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004712,0,0,0,0,100,,0,0
1004720,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004722,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004723,0,0,0,0,100,,0,0
1004724,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004725,0,0,0,0,100,,0,0
1004726,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004727,0,0,0,0,100,,0,0
1004731,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004732,0,0,0,0,100,,0,0
1004800,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004802,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004803,0,0,0,0,100,,0,0
1004804,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004805,0,0,0,0,100,,0,0
1004806,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004807,0,0,0,0,100,,0,0
1004811,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004812,0,0,0,0,100,,0,0
1004820,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004822,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004823,0,0,0,0,100,,0,0
1004824,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004825,0,0,0,0,100,,0,0
1004826,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004827,0,0,0,0,100,,0,0
1004831,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004832,0,0,0,0,100,,0,0
1004900,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1004902,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1004903,0,0,0,0,100,,0,0
1004904,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1004905,0,0,0,0,100,,0,0
1004906,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1004907,0,0,0,0,100,,0,0
1004911,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1004912,0,0,0,0,100,,0,0
1004920,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1004922,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1004923,0,0,0,0,100,,0,0
1004924,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1004925,0,0,0,0,100,,0,0
1004926,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1004927,0,0,0,0,100,,0,0
1004931,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1004932,0,0,0,0,100,,0,0
1005000,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1005002,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005003,0,0,0,0,100,,0,0
1005004,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005005,0,0,0,0,100,,0,0
1005006,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005007,0,0,0,0,100,,0,0
1005011,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1005012,0,0,0,0,100,,0,0
1005020,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1005022,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1005023,0,0,0,0,100,,0,0
1005024,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1005025,0,0,0,0,100,,0,0
1005026,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1005027,0,0,0,0,100,,0,0
1005031,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1005032,0,0,0,0,100,,0,0
1005100,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1005102,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005103,0,0,0,0,100,,0,0
1005104,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005105,0,0,0,0,100,,0,0
1005106,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005107,0,0,0,0,100,,0,0
1005111,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1005112,0,0,0,0,100,,0,0
1005120,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1005122,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1005123,0,0,0,0,100,,0,0
1005124,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1005125,0,0,0,0,100,,0,0
1005126,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1005127,0,0,0,0,100,,0,0
1005131,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1005132,0,0,0,0,100,,0,0
1005200,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1005202,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005203,0,0,0,0,100,,0,0
1005204,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005205,0,0,0,0,100,,0,0
1005206,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005207,0,0,0,0,100,,0,0
1005211,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1005212,0,0,0,0,100,,0,0
1005220,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1005222,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1005223,0,0,0,0,100,,0,0
1005224,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1005225,0,0,0,0,100,,0,0
1005226,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1005227,0,0,0,0,100,,0,0
1005231,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1005232,0,0,0,0,100,,0,0
1005300,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1005302,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005303,0,0,0,0,100,,0,0
1005304,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005305,0,0,0,0,100,,0,0
1005306,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005307,0,0,0,0,100,,0,0
1005311,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1005312,0,0,0,0,100,,0,0
1005320,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1005322,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1005323,0,0,0,0,100,,0,0
1005324,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1005325,0,0,0,0,100,,0,0
1005326,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1005327,0,0,0,0,100,,0,0
1005331,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1005332,0,0,0,0,100,,0,0
1005400,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1005402,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005403,0,0,0,0,100,,0,0
1005404,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005405,0,0,0,0,100,,0,0
1005406,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005407,0,0,0,0,100,,0,0
1005411,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1005412,0,0,0,0,100,,0,0
1005420,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1005422,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1005423,0,0,0,0,100,,0,0
1005424,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1005425,0,0,0,0,100,,0,0
1005426,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1005427,0,0,0,0,100,,0,0
1005431,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1005432,0,0,0,0,100,,0,0
1005500,0,-55,-110,1003_dz_ks_nan_sta,100,,0,0
1005502,0,-55,-110,1003_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005503,0,0,0,0,100,,0,0
1005504,0,-64,-141,1003_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005505,0,0,0,0,100,,0,0
1005506,0,-176,-143,1003_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005507,0,0,0,0,100,,0,0
1005511,0,-55,-111,1003_dz_ks_nan_mag,100,,0,0
1005512,0,0,0,0,100,,0,0
1005520,0,-52,-108,1003_dz_g_nan_sta,100,,0,0
1005522,0,-52,-108,1003_dz_g_nan_att,100,music/skill/m_atc.ogg,0,0
1005523,0,0,0,0,100,,0,0
1005524,0,-58,-137,1003_dz_g_nan_hur,100,music/skill/m_hit.ogg,0,0
1005525,0,0,0,0,100,,0,0
1005526,0,-182,-142,1003_dz_g_nan_die,100,music/skill/m_death.ogg,0,0
1005527,0,0,0,0,100,,0,0
1005531,0,-52,-109,1003_dz_g_nan_mag,100,,0,0
1005532,0,0,0,0,100,,0,0
1005600,0,-51,-104,1001_dz_ks_nan_sta,100,,0,0
1005602,0,-52,-104,1001_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005603,0,0,0,0,100,,0,0
1005604,0,-87,-108,1001_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005605,0,0,0,0,100,,0,0
1005606,0,-182,-127,1001_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005607,0,0,0,0,100,,0,0
1005611,0,-59,-105,1001_dz_ks_nan_mag,100,,0,0
1005612,0,0,0,0,100,,0,0
1005620,0,-53,-105,1001_dz_f_nan_sta,100,,0,0
1005622,0,-90,-106,1001_dz_f_nan_att,100,music/skill/m_atc.ogg,0,0
1005623,0,0,0,0,100,,0,0
1005624,0,-83,-112,1001_dz_f_nan_hur,100,music/skill/m_hit.ogg,0,0
1005625,0,0,0,0,100,,0,0
1005626,0,-182,-127,1001_dz_f_nan_die,100,music/skill/m_death.ogg,0,0
1005627,0,0,0,0,100,,0,0
1005631,0,-64,-106,1001_dz_f_nan_mag,100,,0,0
1005632,0,0,0,0,100,,0,0
1005700,0,-51,-104,1001_dz_ks_nan_sta,100,,0,0
1005702,0,-52,-104,1001_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005703,0,0,0,0,100,,0,0
1005704,0,-87,-108,1001_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005705,0,0,0,0,100,,0,0
1005706,0,-182,-127,1001_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005707,0,0,0,0,100,,0,0
1005711,0,-59,-105,1001_dz_ks_nan_mag,100,,0,0
1005712,0,0,0,0,100,,0,0
1005720,0,-53,-105,1001_dz_f_nan_sta,100,,0,0
1005722,0,-90,-106,1001_dz_f_nan_att,100,music/skill/m_atc.ogg,0,0
1005723,0,0,0,0,100,,0,0
1005724,0,-83,-112,1001_dz_f_nan_hur,100,music/skill/m_hit.ogg,0,0
1005725,0,0,0,0,100,,0,0
1005726,0,-182,-127,1001_dz_f_nan_die,100,music/skill/m_death.ogg,0,0
1005727,0,0,0,0,100,,0,0
1005731,0,-64,-106,1001_dz_f_nan_mag,100,,0,0
1005732,0,0,0,0,100,,0,0
1005800,0,-51,-104,1001_dz_ks_nan_sta,100,,0,0
1005802,0,-52,-104,1001_dz_ks_nan_att,100,music/skill/m_atc.ogg,0,0
1005803,0,0,0,0,100,,0,0
1005804,0,-87,-108,1001_dz_ks_nan_hur,100,music/skill/m_hit.ogg,0,0
1005805,0,0,0,0,100,,0,0
1005806,0,-182,-127,1001_dz_ks_nan_die,100,music/skill/m_death.ogg,0,0
1005807,0,0,0,0,100,,0,0
1005811,0,-59,-105,1001_dz_ks_nan_mag,100,,0,0
1005812,0,0,0,0,100,,0,0
1005820,0,-53,-105,1001_dz_f_nan_sta,100,,0,0
